"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2711.89551727866","2608.76037672625","1891.73094921667","1163.80353814808","1020.32627852857","1021.59251731099","1178.80829039248","1456.4322523349","1267.92131033496","1275.22427718874","1236.53410325665","1205.55451771592","1172.26076629789","1252.16025137471","1365.60396852981","1441.647597254","1551.27754149212","1673.42472806848","1572.3494541803","1564.90541422048","1631.30583289543","1716.70134416592","1804.50381931814","1851.75380542687","1895.28170416086","1909.40557811356","1889.85061658256","2006.10861247231","1938.69989895588","2084.05063291139","2114.13135235523","2262.09364345272","2403.67775831874","","",
"American Samoa","ASM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1825.62564972412","1947.15253267194","2012.66058462111","2211.68949771689","2417.21142652458","2625.21952932912","2765.08454209939","2969.48893974066","3102.00682821217","3329.60939411237","3609.97841208923","3751.64257555848","3880.92889124991","4230.34379671151","4578.88216862202","4781.61664147412","4901.58911138032","5251.19785794814","5416.28360495891","5665.97767672592","5915.26000544514","6154.88840910096","6388.66056380669","6356.00597448061","6684.34343807149","6994.16125042373","7309.1173560323","7525.69775196242","7800.55170030977","8129.09589009812","8527.21409414567","8522.1414720497","8558.33421774641","8717.64523889344","8837.00445278945","9027.88477036395","9151.39271739386","9338.47117606071","9837.81666658068","10097.1366338469","10260.4462435418","10712.6953616557","10899.7543499147","10625.9720415114","10876.0860659171","10571.4253428336","10617.1512876213","10972.8801492556","10749.1110606099","10885.984576648","10810.7163525367","10697.5265559249","10469.7194202468","10263.7355576839","10146.6683444309","10091.7051754504","10139.0989597868","10033.9988617709","9999.89664810579","9988.77987162809","9903.01937896971","9848.54749458564","9933.15278973003","9831.62092265282","",
"Austria","AUT","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1814.67601669178","1882.22371085386","2006.77039562045","2124.35918393057","2232.8965042088","2305.35770797766","2375.01273547657","2448.69254404027","2608.62423795443","2814.65464238606","3019.11615856574","3213.12683638198","3404.469207541","3620.56203999017","3769.02971139242","3734.44547317732","4068.190905456","4137.71416264668","4335.05392866328","4541.53793169678","4684.45775994038","4697.36586551737","4730.57007132163","4827.48406156646","5070.99579259701","5280.77715950527","5321.41297372161","5536.14415362107","5716.83424700642","5896.13556780851","6111.47652011957","6347.22009632373","6227.49804896471","6137.26946343196","6205.80490360652","6344.39308740837","6607.2229774104","6620.44786165131","6706.7086768874","6972.18981612858","7076.26948339438","7333.23195262844","7427.65644509121","7695.08003708217","7808.15779213961","8024.35247499675","8187.31881091463","8152.14344860043","8203.45284069114","7944.79609623168","8395.38541962101","8406.10116517111","8526.93674287434","8501.23876406383","8342.73695128076","8318.46625689498","8255.77897660756","8458.13489776604","8396.45084265961","8339.93999945946","8025.46724947246","8381.61025757953","8260.47675415134","7772.32343246828","",
"Azerbaijan","AZE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2569.82383766306","2631.02883940973","2276.06152762444","2119.73635053637","1961.94325055453","1952.02248579998","1852.89192322556","1813.67014320799","1936.93921395172","2022.48598540603","2040.4790895311","2106.47006608147","1996.70825200839","2235.45985596483","2281.94787214832","2388.38873430769","2552.28621435433","2118.21052754245","2040.76043544743","1620.3874199013","1603.43137406492","1705.4246326371","2052.65096521176","2092.53652062946","2202.39391828846","2244.92014532391","2215.66064195539","2120.55307710051","2182.74646367607","2243.85125599507","2257.18090568814","2389.09028137407","2365.86247983091","","",
"Burundi","BDI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1576.33881463123","1627.51357041656","1753.14389184713","1880.99382438962","2062.99497564169","2163.96033376914","2255.18841848917","2357.58493041064","2596.17771778388","2830.59396858729","3031.52104556665","3217.04526399951","3612.35553280957","3941.60374143375","4134.39088111142","3887.47742508188","4247.40637999101","4404.82432074193","4623.38968491801","4906.08508077774","4893.88535142965","4910.95328097769","4904.07001489301","5043.97535594266","5285.54376232576","5502.66840922398","5617.41982187269","5876.96299804037","6057.0627320822","6205.76377001633","6380.31321975416","6655.41438110864","6850.66377253598","6881.0721430714","7176.24050686845","7379.73707904784","7527.68854493864","7701.61213093291","7913.05858037159","7944.12980731574","8247.67711254725","8267.18721595245","8311.89267946638","8411.90065701741","8467.02236041998","8409.98387478042","8606.40514495791","8555.57751489314","8494.41917360576","7910.99480173793","8350.44576767142","8077.35709165862","8001.03935092067","7991.46406256175","7700.55857508798","7700.14997078284","7754.10182411351","7801.64987598414","7748.27877771471","7673.44011391786","7420.741711909","7680.00193333532","7282.40331295413","6756.77796580304","",
"Benin","BEN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","10.208095210904","11.2235440023719","17.6640994842083","16.0588443639255","17.1242468596598","18.4021498240754","20.1479244049876","43.8371784993431","23.5692916223215","26.240360170598","30.2106798715402","16.6001218304593","34.5876982774859","30.640766518494","31.5115958265425","29.3021803388786","29.0547694856849","34.0222263782575","31.8256376793682","32.9453170219933","34.6984320714854","36.8468757765435","36.7803189875332","36.9063853951755","39.6674168144559","42.3976878084588","45.7212990621058","42.7130819418074","49.4086809053155","55.2507685603464","58.4237984440735","64.8823921955602","61.4173765681335","66.7966320770419","69.9014875606209","70.9746720498521","75.2738813368686","81.3786386599896","82.6548571874445","86.042498257716","87.4809768504332","85.5000314013051","91.5132310389721","104.261068264345","96.9132044108975","92.068263531","95.1014055074096","96.9043345066564","98.6897288428983","98.4685048831427","113.244820465956","105.309051541913","","",
"Burkina Faso","BFA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1235449304514","18.6276588588036","18.7968460761584","19.6521110368585","19.2615459138952","20.603227851867","21.9595789841949","24.6016566517804","25.7991876636469","27.2139921734286","28.5940786275111","30.0121976403255","33.0418266152623","34.0148222071996","36.5911479198636","40.194879129333","41.8820280669419","42.723196812809","43.3212721930585","47.294518049765","68.4326113105568","75.6215914767985","86.2436086701789","92.0577761158276","97.8635627240981","112.794646056738","108.612135513189","111.890743966382","117.475592867661","122.555380338625","130.36176787318","129.709864992171","131.191746177691","","",
"Bangladesh","BGD","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","10.1029133984809","9.91045429955219","14.1341233901376","15.5328339584354","15.554686211436","15.7910585241173","16.6977609023309","19.6806149697481","19.3285460911699","17.292225615326","20.6748151129466","23.358417450841","26.6113796112253","29.3104431483419","30.333007244362","34.442249710461","35.9091602476621","38.9307536986454","46.5486901354855","46.0076053904037","46.7891314472187","56.2559438289877","62.7601107774364","66.5845797542044","73.4908059412871","77.2051238990471","79.112836217663","84.0595893614998","92.0761347916193","99.2535514546941","109.490963870613","117.271798889798","123.721051102441","158.478288215597","169.186794867009","189.596089771556","198.744127936079","200.690066619094","218.83202265439","239.944314522424","258.882228287795","276.694215863057","296.341695089956","326.502853047843","348.932681283763","412.780315331328","443.212945924414","471.126089137386","515.10173042395","509.945926958218","574.118203146015","602.674747324137","","",
"Bulgaria","BGR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","2292.65398332669","2486.06608987664","2683.10967899541","2842.2312212192","3035.63618783814","3247.55134925118","3437.79769230149","3648.38702650501","3772.28941053304","3973.69078833408","4125.3534285962","4397.89056454099","4582.12533745396","4772.29459954988","4678.28582339895","4646.26093875636","4838.62032496972","4940.51848666685","4963.17888577321","4758.73190255565","4361.14451575101","3735.52545360956","3807.696906382","3825.38661571836","4211.12513140807","4350.44325925232","3999.36574147372","3932.40178442314","3613.36726660483","3673.60687143429","3859.09002487407","3853.8190041011","3997.90259625094","3971.82273619063","4165.18039235553","4366.91276515184","4523.32287831241","4674.5031505249","4483.7471386375","4560.41491703377","4863.69144110061","4757.12192686228","4712.147547383","4809.73403536431","4992.2503928496","5124.6428306711","5387.98742053318","5353.90873037752","5395.41761287984","5304.93248351015","5560.98450033278","5536.49852430675","","",
"Bahrain","BHR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1863.62592260318","1858.63625662397","1958.32680557731","2137.2445528141","2471.37616816656","3021.52331776689","3548.33244358631","3694.60380556385","4291.65805326431","4624.23881129206","4856.44831389683","5191.44251814679","5530.225326735","15013.7057573816","15521.9607861362","15978.5429074629","14261.5165905448","14891.7860766905","14899.6535478669","15048.6502446595","14404.0775108736","18735.3085826921","21888.8207836296","20673.5909296319","20730.7843021477","20772.3356198762","21313.325921085","21562.6560324845","21154.9640975927","20863.1987728637","21233.4194242994","20709.2222536531","20142.128952005","19123.7294246614","21333.8553726168","21463.4369819996","20525.4523499103","18677.9109303523","17558.3304693168","18219.1425127163","19158.6751686164","19192.4656151879","19615.525486538","19917.6607873953","20288.6620808832","19531.1457401213","18552.197165309","19439.9407620696","21808.1679197927","21437.2464685601","21913.5648595919","22689.1577517572","","",
"Bahamas, The","BHS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2947.40968724908","2063.99552479475","1111.08067413905","739.406661370189","944.593510731162","988.544404025876","1094.1240891546","1287.38371426005","1620.54856559321","1662.58908240433","1830.87001664274","1858.62309717239","1877.98382140219","2010.99766592167","2110.6079299452","2196.51296853186","2209.79545548514","2233.75352317622","2840.24699914681","2784.42618345201","3067.84360478052","3271.68917189009","3417.33347174869","3408.60720399218","3366.78140802827","3438.92539549774","3642.95683015534","3864.45870454011","3898.73043991733","3735.12979845065","3513.72346484109","3835.85723720279","3772.15191453325","","",
"Belarus","BLR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4380.75134935032","4396.58428200764","3912.70174531908","3450.22243274523","3068.36199044584","2790.02074882348","2806.61512314154","2952.92294003825","3015.40027500101","3005.3642570495","2996.30947501957","3009.40248167179","3000.7456250783","3063.05693858238","3174.05309231742","3245.37208781327","3365.98186513501","3393.90853610514","3481.74351659874","3299.4609021774","3566.17301269233","3632.87856030924","3704.30904061423","3657.12467930665","3690.1036829597","3571.26398730969","3560.00113629415","3618.56853835013","3725.05571426831","3759.65072563435","3764.62480831458","4094.66830993751","3902.76581096959","","",
"Belize","BLZ","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","161.897024119674","169.757078661889","169.443199869659","177.004365377628","184.524146678011","194.235855977062","210.255641859723","220.925295455788","230.160673816684","245.533001093959","257.468059779464","256.061393585471","245.24073598241","243.398938022894","235.965764702857","226.326555186213","224.889953351398","236.558862925769","248.21800100433","256.236131061625","270.181582077305","279.52975477825","301.615145144042","321.586184709269","340.331462526204","358.650546465254","377.330770455074","394.544033399596","408.165388189753","400.867919713941","404.444964408843","418.185566755483","427.701724728474","438.925904852815","467.163222107963","465.568661190257","497.627493815791","533.659098527255","550.20454210772","578.157585507071","610.691212588278","635.139081575004","666.691130106056","695.278631321477","746.093517711096","760.910982270157","772.350725504595","791.163438638737","802.304027987764","769.784176923756","833.601399304369","859.308409911805","","",
"Brazil","BRA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","458.679491098732","497.609524146838","552.782265930882","602.770919217326","649.054844256246","719.313955335846","787.072161018197","856.731772998874","937.702569236279","1012.346921449","1017.4902194334","1052.41632230147","1108.82899006216","1206.1161627315","1280.76772271118","1352.27633918687","1366.04001628745","1417.66783399791","1448.20270267282","1459.3891403299","1485.47770766462","1493.90946025703","1538.12717642652","1568.41107958141","1637.27628824207","1691.31966398402","1768.19912731098","1815.03089492586","1839.60709325481","1905.7710269775","1756.81160837002","1817.13540112192","1894.62909554308","1970.41586550174","2031.50607953893","2089.17498538706","2185.74876193515","2249.32535945695","2217.79002848663","2398.60801799243","2458.55879343851","2530.977463284","2600.67222764742","2690.2149503596","2628.0976910972","2592.61337303819","2610.16613569938","2640.41643831267","2661.18328561313","2624.84323723758","2723.96659104663","2787.76089640442","2916.48609397384","",
"Barbados","BRB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1725.62553925798","1673.82849587521","1594.6365924991","1565.61157111414","1511.98835958752","1460.81769117458","1411.88702540806","1366.62015964868","1324.67215749742","1762.3891118741","2359.65766732473","2740.14079176444","3189.39538245881","3392.21679950487","3348.27036483814","3280.42561645952","4258.95835115026","4345.96721638102","4357.7463880289","4383.21608197672","4535.4841657908","4891.80585460219","5357.9616638565","5684.79818086458","6514.53493363554","6973.40717992732","7788.01405641561","7922.91563295293","7532.6147189671","7701.63958532461","7325.74359897404","7518.39905439299","8715.16889426114","8755.74861650671","8609.25676202788","8561.32922725914","8709.18077077598","8626.41711201637","8816.6836384796","8727.30238675408","8658.22543935862","9091.20049709412","9710.5558825103","10118.7762447511","9310.48856972327","9420.81185506731","8494.08002366142","8709.2574404422","10018.5235384476","11837.1762433952","11482.7515214037","11197.4877572084","","",
"Bhutan","BTN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","562.888919129563","598.452939701903","595.524295575054","609.96991676356","632.829595033625","721.14763279197","815.566138828037","698.516199424351","714.806411845003","758.216307624439","842.925241251017","914.470885841136","908.37713847118","945.875510180319","917.378552423347","942.761118135521","1008.4679494888","1075.36316843809","1052.98608949955","1132.1213653181","1198.42032782519","1245.44135793801","1330.71582712746","1445.92633910044","1432.1609542377","1463.31106269565","1506.38263583998","1515.40792935276","1501.50225576978","1566.07288042807","1535.05969274693","1531.80971224267","1589.68029814797","1723.72198721573","1773.72481757821","1700.39413346125","1616.85446148159","1586.24460178823","1550.54515641167","1504.29393709101","1455.7925845357","1522.19852354121","","",
"Central African Republic","CAF","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","5630.52071777455","5605.11192600296","5791.12495970775","5966.04091963721","6468.92626131953","6909.89938001829","7359.08818834797","7630.16852831668","8030.41843424605","8532.90850294845","8962.20221346839","9166.68366570088","9803.55841895994","10241.9208584542","10804.60079545","10466.5826249742","11075.9542252969","11797.2625883093","12269.0192959597","12422.7611263149","12803.9755149228","13239.4087570405","12981.0786679366","13457.0657913478","14343.392033437","14857.2585929109","15363.399577583","15798.287273287","16389.3381047529","16464.0395067145","16182.5057532847","16199.4220580924","16186.4131256189","16342.8222731761","16408.9696845896","16557.2264931595","16640.1341590933","16672.5361790905","16456.1814982789","16696.8594683791","16838.7390490629","16619.3678414086","16905.4381778055","16914.0447072053","16816.5642505057","17849.417971157","17465.6789513359","17515.7346466524","17369.8927353435","16305.2891743993","16223.5073194059","16596.2704861593","16107.384483713","16517.0927891663","16474.4288730511","15826.3252994063","15748.2789845465","15464.0536378705","15556.3324092012","15191.6497456903","14750.3310531395","14782.8716127233","14592.4841561525","14153.3605212561","",
"Central Europe and the Baltics","CEB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","2088.95393208505","2243.53733769121","2389.98886841707","2522.68155194247","2683.047694575","2848.02763022704","2984.65929182478","3124.94603249235","3161.26829932159","3307.32182462686","3279.07779516439","3320.05185234413","3436.82556077146","3562.91106808658","3646.653521042","3762.24509986401","3867.97845664963","3934.07845614066","3948.02517487546","3735.5726488058","3462.50425920856","3216.43196174669","3146.30085893445","3172.37723350927","3299.47196834173","3426.23406227165","3385.92747329552","3337.34474544377","3281.7062084852","3341.72680126805","3430.72505424738","3454.63594057918","3588.32346141565","3676.62645451899","3739.65346588294","3888.52559863846","3984.58899891276","4049.99403677361","3839.91580190834","4017.35478727852","4096.08774117021","4091.87020577624","4079.86624551794","4125.76518090863","4217.55504518959","4326.76003363302","4455.70778594642","4522.57275077764","4502.4912267082","4409.52067910608","4690.36042768492","4561.12187609643","4721.1910369055","",
"Switzerland","CHE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","3075.55031347677","3225.99402976725","3278.00617709773","3351.45279086067","3454.51932451097","3586.28881005493","3653.4289782261","3749.63387371209","3852.1921105708","4022.72542458616","4306.5086071119","4615.34821761809","4776.26739430847","5010.18891143931","5027.11938442664","4878.81296784543","5082.9003837205","5324.95995175424","5520.44672986998","5779.13737128368","5992.33345908351","6119.69580461291","6189.34243360789","6330.49338245799","6601.03867435906","6854.32738338564","6994.48534499035","7163.21477452008","7203.88583347009","7369.28667026132","7444.84529043846","7537.377326809","7428.84304016486","7235.23820436377","7155.05673243211","7282.670000811","7393.25636148957","7341.47130742036","7481.57419387142","7646.98611742372","7844.93858092355","7993.79904490464","8024.29402891217","8187.62662656675","8205.69379366341","8305.64002304657","8360.44251592812","8163.4280067439","8305.661524581","8021.22360366594","8174.53595945972","7928.19066988289","7886.09430625342","7806.44071844621","7520.04390467829","7498.67550404496","7479.69328361043","7582.13596092685","7433.82126765362","7354.04558218507","7154.99017326245","7315.37290974165","7309.48578845284","7095.78533887978","",
"Channel Islands","CHI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
